"STATISTIC","Statistic Label","C02363V02844","Consumer Item","TLIST(M1)","Month","UNIT","VALUE"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200505","2005M05","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200506","2005M06","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200507","2005M07","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200508","2005M08","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200509","2005M09","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200510","2005M10","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200511","2005M11","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200512","2005M12","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200601","2006M01","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200602","2006M02","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200603","2006M03","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200604","2006M04","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200605","2006M05","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200606","2006M06","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200607","2006M07","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200608","2006M08","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200609","2006M09","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200610","2006M10","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200611","2006M11","Euro",""
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200612","2006M12","Euro","4.295"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200701","2007M01","Euro","4.297"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200702","2007M02","Euro","4.289"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200703","2007M03","Euro","4.334"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200704","2007M04","Euro","4.394"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200705","2007M05","Euro","4.388"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200706","2007M06","Euro","4.414"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200707","2007M07","Euro","4.411"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200708","2007M08","Euro","4.415"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200709","2007M09","Euro","4.419"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200710","2007M10","Euro","4.424"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200711","2007M11","Euro","4.442"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200712","2007M12","Euro","4.441"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200801","2008M01","Euro","4.432"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200802","2008M02","Euro","4.451"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200803","2008M03","Euro","4.519"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200804","2008M04","Euro","4.552"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200805","2008M05","Euro","4.565"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200806","2008M06","Euro","4.583"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200807","2008M07","Euro","4.584"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200808","2008M08","Euro","4.599"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200809","2008M09","Euro","4.59"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200810","2008M10","Euro","4.608"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200811","2008M11","Euro","4.631"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200812","2008M12","Euro","4.632"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200901","2009M01","Euro","4.635"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200902","2009M02","Euro","4.638"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200903","2009M03","Euro","4.641"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200904","2009M04","Euro","4.639"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200905","2009M05","Euro","4.643"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200906","2009M06","Euro","4.636"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200907","2009M07","Euro","4.638"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200908","2009M08","Euro","4.63"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200909","2009M09","Euro","4.628"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200910","2009M10","Euro","4.636"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200911","2009M11","Euro","4.635"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","200912","2009M12","Euro","4.603"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201001","2010M01","Euro","4.475"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201002","2010M02","Euro","4.475"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201003","2010M03","Euro","4.478"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201004","2010M04","Euro","4.481"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201005","2010M05","Euro","4.478"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201006","2010M06","Euro","4.472"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201007","2010M07","Euro","4.485"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201008","2010M08","Euro","4.471"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201009","2010M09","Euro","4.468"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201010","2010M10","Euro","4.456"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201011","2010M11","Euro","4.452"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201012","2010M12","Euro","4.474"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201101","2011M01","Euro","4.478"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201102","2011M02","Euro","4.464"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201103","2011M03","Euro","4.458"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201104","2011M04","Euro","4.454"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201105","2011M05","Euro","4.455"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201106","2011M06","Euro","4.452"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201107","2011M07","Euro","4.447"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201108","2011M08","Euro","4.439"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201109","2011M09","Euro","4.458"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201110","2011M10","Euro","4.454"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201111","2011M11","Euro","4.445"
"CPM04","National Average  Price","11990","Cider - draught bar (1 pint)","201112","2011M12","Euro","4.423"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200112","2001M12","Euro","3.099"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200201","2002M01","Euro","3.126"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200202","2002M02","Euro","3.143"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200203","2002M03","Euro","3.22"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200204","2002M04","Euro","3.264"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200205","2002M05","Euro","3.269"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200206","2002M06","Euro","3.282"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200207","2002M07","Euro","3.287"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200208","2002M08","Euro","3.29"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200209","2002M09","Euro","3.294"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200210","2002M10","Euro","3.291"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200211","2002M11","Euro","3.288"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200212","2002M12","Euro","3.32"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200301","2003M01","Euro","3.344"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200302","2003M02","Euro","3.351"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200303","2003M03","Euro","3.395"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200304","2003M04","Euro","3.425"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200305","2003M05","Euro","3.435"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200306","2003M06","Euro","3.441"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200307","2003M07","Euro","3.46"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200308","2003M08","Euro","3.465"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200309","2003M09","Euro","3.47"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200310","2003M10","Euro","3.468"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200311","2003M11","Euro","3.472"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200312","2003M12","Euro","3.482"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200401","2004M01","Euro","3.487"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200402","2004M02","Euro","3.49"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200403","2004M03","Euro","3.493"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200404","2004M04","Euro","3.494"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200405","2004M05","Euro","3.494"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200406","2004M06","Euro","3.514"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200407","2004M07","Euro","3.59"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200408","2004M08","Euro","3.609"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200409","2004M09","Euro","3.605"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200410","2004M10","Euro","3.598"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200411","2004M11","Euro","3.591"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200412","2004M12","Euro","3.594"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200501","2005M01","Euro","3.598"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200502","2005M02","Euro","3.599"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200503","2005M03","Euro","3.596"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200504","2005M04","Euro","3.593"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200505","2005M05","Euro","3.592"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200506","2005M06","Euro","3.642"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200507","2005M07","Euro","3.67"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200508","2005M08","Euro","3.674"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200509","2005M09","Euro","3.668"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200510","2005M10","Euro","3.664"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200511","2005M11","Euro","3.666"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200512","2005M12","Euro","3.673"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200601","2006M01","Euro","3.675"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200602","2006M02","Euro","3.675"
"CPM04","National Average  Price","12000","Ale - draught bar (1 pint)","200603","2006M03","Euro","3.688"
